10.0.0.3,10.0.0.1,1.000
10.0.0.3,10.0.0.2,.560
10.0.0.3,10.0.0.4,.790
10.0.0.3,10.0.0.5,.270
10.0.0.3,10.0.0.6,.780
10.0.0.3,10.0.0.7,0
10.0.0.3,10.0.0.8,.660
10.0.0.3,10.0.0.9,.710
10.0.0.3,10.0.0.10,1.000
