10.0.0.2,10.0.0.1,1.000
10.0.0.2,10.0.0.3,.500
10.0.0.2,10.0.0.4,.290
10.0.0.2,10.0.0.5,.010
10.0.0.2,10.0.0.6,1.000
10.0.0.2,10.0.0.7,.450
10.0.0.2,10.0.0.8,.730
10.0.0.2,10.0.0.9,.720
10.0.0.2,10.0.0.10,.820
