10.0.0.6,10.0.0.1,1.000
10.0.0.6,10.0.0.2,1.000
10.0.0.6,10.0.0.3,.800
10.0.0.6,10.0.0.4,1.000
10.0.0.6,10.0.0.5,.480
10.0.0.6,10.0.0.7,.510
10.0.0.6,10.0.0.8,.970
10.0.0.6,10.0.0.9,1.000
10.0.0.6,10.0.0.10,1.000
