10.0.0.8,10.0.0.1,1.000
10.0.0.8,10.0.0.2,.770
10.0.0.8,10.0.0.3,.780
10.0.0.8,10.0.0.4,1.000
10.0.0.8,10.0.0.5,0
10.0.0.8,10.0.0.6,.950
10.0.0.8,10.0.0.7,.030
10.0.0.8,10.0.0.9,1.000
10.0.0.8,10.0.0.10,1.000
