10.0.0.4,10.0.0.1,1.000
10.0.0.4,10.0.0.2,.860
10.0.0.4,10.0.0.3,1.000
10.0.0.4,10.0.0.5,.780
10.0.0.4,10.0.0.6,.740
10.0.0.4,10.0.0.7,1.000
10.0.0.4,10.0.0.8,.740
10.0.0.4,10.0.0.9,.420
10.0.0.4,10.0.0.10,.760
