10.0.0.1,10.0.0.2,0
10.0.0.1,10.0.0.3,0
10.0.0.1,10.0.0.4,1.000
10.0.0.1,10.0.0.5,0
10.0.0.1,10.0.0.6,.050
10.0.0.1,10.0.0.7,0
10.0.0.1,10.0.0.8,.210
10.0.0.1,10.0.0.9,.600
10.0.0.1,10.0.0.10,.840
