10.0.0.5,10.0.0.1,1.000
10.0.0.5,10.0.0.2,.440
10.0.0.5,10.0.0.3,.650
10.0.0.5,10.0.0.4,0
10.0.0.5,10.0.0.6,1.000
10.0.0.5,10.0.0.7,.430
10.0.0.5,10.0.0.8,.120
10.0.0.5,10.0.0.9,.780
10.0.0.5,10.0.0.10,1.000
